Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,age_years,total_kids,total_amt_spent,total_num_purchases,tenure_in_days,education_level,living_status,has_kids,family_size
83829.0,78,897,161,430,186,161,27,0,4,7,6,1.0,1,0,1,1,0,0,1,47.0,0,1862.0,17.0,3124,0,0,0,1
54210.0,18,70,54,109,80,9,45,2,4,1,7,5.0,0,0,0,0,0,0,0,43.0,1,367.0,14.0,3206,1,1,1,3
38508.0,95,120,19,206,25,19,54,6,7,2,5,8.0,0,0,0,0,0,0,0,36.0,1,443.0,20.0,3307,0,1,1,3
53187.0,66,211,2,30,7,7,10,2,4,1,6,5.0,0,0,0,0,0,0,0,52.0,1,267.0,13.0,3047,0,1,1,3
30023.0,28,11,0,16,7,6,21,1,2,0,3,8.0,0,0,0,0,0,0,0,50.0,1,61.0,6.0,2898,0,1,1,3
76045.0,78,760,53,400,17,93,0,1,4,5,11,2.0,0,0,0,1,0,0,0,62.0,0,1323.0,21.0,3027,0,0,0,1
50870.0,13,53,0,8,0,0,2,1,2,0,3,5.0,0,0,0,0,0,0,0,70.0,1,63.0,6.0,2811,0,1,1,3
15315.0,27,7,4,13,15,8,17,2,2,0,4,5.0,0,0,0,0,0,0,0,52.0,0,64.0,8.0,3279,1,1,0,2
65463.0,17,391,32,70,21,32,16,2,6,2,9,5.0,0,1,0,0,0,0,0,48.0,1,562.0,19.0,2951,1,1,1,3
66480.0,71,199,9,57,20,21,6,7,4,1,7,4.0,0,0,0,0,0,0,0,57.0,2,312.0,19.0,2830,0,1,1,4
76773.0,79,516,56,449,86,33,16,1,2,2,11,1.0,0,0,0,0,0,0,0,68.0,0,1156.0,16.0,3290,0,0,0,1
81698.0,1,709,45,115,30,160,45,1,8,2,5,5.0,0,0,0,1,0,0,1,39.0,0,1104.0,16.0,3343,1,0,0,1
54466.0,78,12,0,4,0,0,0,1,1,0,2,5.0,0,0,0,0,0,0,0,49.0,2,16.0,4.0,2736,0,0,1,3
98777.0,23,1000,19,711,125,115,38,0,4,6,9,1.0,0,1,0,0,0,0,0,62.0,0,2008.0,19.0,2933,0,0,0,1
16269.0,75,19,3,18,3,1,0,3,3,0,3,8.0,0,0,0,0,0,0,0,38.0,1,44.0,9.0,3104,0,0,1,2
71819.0,70,1224,28,140,0,14,168,3,3,3,5,6.0,0,1,1,0,0,0,0,51.0,1,1574.0,14.0,3106,0,1,1,3
33569.0,10,16,2,18,3,0,24,1,1,1,2,8.0,1,0,0,0,0,0,1,39.0,1,63.0,5.0,3057,0,1,1,3
36262.0,24,88,39,54,64,28,153,1,3,5,3,6.0,1,0,0,0,0,0,1,39.0,0,426.0,12.0,3083,0,1,0,2
22634.0,47,2,23,11,8,6,46,1,2,1,2,8.0,0,0,0,0,0,0,0,56.0,0,96.0,6.0,3330,1,1,0,2
47025.0,98,508,11,59,23,5,29,5,11,1,6,9.0,0,0,0,0,0,0,0,44.0,1,635.0,23.0,3003,1,1,1,3
70566.0,4,381,28,215,84,28,21,2,6,5,9,3.0,0,0,0,0,0,0,0,54.0,1,757.0,22.0,3185,0,0,1,2
31605.0,15,74,0,42,2,1,6,2,2,1,4,7.0,0,0,0,0,0,0,0,43.0,1,125.0,9.0,3385,0,1,1,3
52034.0,67,146,0,93,7,13,73,5,4,2,5,7.0,0,0,0,0,0,0,0,49.0,2,332.0,16.0,3209,0,0,1,3
48526.0,32,23,17,23,43,20,9,1,2,1,4,3.0,0,0,0,0,0,0,0,43.0,1,135.0,8.0,2988,0,0,1,2
46734.0,40,110,5,137,26,23,29,2,6,1,5,7.0,0,0,0,0,0,0,0,68.0,1,330.0,14.0,3389,0,1,1,3
39552.0,54,165,3,147,4,24,41,7,6,2,5,8.0,0,0,0,0,0,0,1,60.0,2,384.0,20.0,3359,0,0,1,3
86358.0,78,957,47,494,82,47,95,4,5,3,6,8.0,0,0,0,0,0,0,0,56.0,2,1722.0,18.0,3491,0,0,1,3
46931.0,94,41,0,17,3,1,16,2,1,1,3,3.0,0,0,0,0,0,0,0,45.0,3,78.0,7.0,2867,0,1,1,5
16581.0,51,1,3,4,2,3,11,1,0,0,3,4.0,0,0,0,0,0,0,0,37.0,0,24.0,4.0,3011,1,0,0,1
63998.0,42,176,29,818,0,33,112,1,7,6,11,4.0,0,0,0,0,0,0,1,70.0,0,1168.0,25.0,2992,1,0,0,1
67381.0,67,815,8,53,11,0,70,4,2,2,9,7.0,0,1,0,0,0,0,0,71.0,1,957.0,17.0,3331,0,1,1,3
25930.0,87,6,1,2,2,0,4,1,1,0,2,7.0,0,0,0,0,0,0,0,55.0,2,15.0,4.0,3063,0,0,1,3
42693.0,29,8,4,20,6,3,16,1,1,0,3,5.0,0,0,0,0,0,0,0,44.0,1,57.0,5.0,2794,0,1,1,3
85606.0,89,717,42,864,219,30,84,2,6,7,9,3.0,0,0,0,1,0,0,0,46.0,1,1956.0,24.0,3366,0,1,1,3
72903.0,74,1067,138,750,0,19,39,1,7,5,8,4.0,0,1,1,1,0,0,1,37.0,0,2013.0,21.0,3044,0,0,0,1
49669.0,97,166,5,107,11,8,29,2,5,1,6,6.0,0,0,0,0,0,0,0,48.0,1,326.0,14.0,2837,1,1,1,3
36778.0,63,29,4,34,2,4,4,3,3,0,3,9.0,0,0,0,0,0,0,0,54.0,2,77.0,9.0,3583,0,1,1,4
85696.0,88,714,76,395,116,0,12,1,4,6,9,1.0,0,0,0,0,0,0,1,60.0,0,1313.0,20.0,3282,0,0,0,1
10979.0,34,8,4,10,2,2,4,2,3,0,3,5.0,0,0,0,0,0,0,0,33.0,0,30.0,8.0,2839,0,0,0,1
49678.0,81,229,5,56,3,2,20,2,6,2,4,7.0,0,0,0,0,0,0,0,61.0,1,315.0,14.0,3313,0,1,1,3
56129.0,65,320,48,133,39,72,48,4,6,2,10,4.0,0,0,0,0,0,0,0,69.0,1,660.0,22.0,3175,0,1,1,3
37155.0,51,23,0,26,7,15,3,1,2,0,4,5.0,0,0,0,0,0,0,0,33.0,1,74.0,7.0,3315,0,1,1,3
21282.0,76,1,5,8,4,8,20,2,2,1,2,6.0,0,0,0,0,0,0,0,44.0,1,46.0,7.0,2672,1,0,1,2
33419.0,76,56,0,12,0,0,18,2,2,0,4,7.0,0,0,0,0,0,0,0,60.0,1,86.0,8.0,3117,0,0,1,2
63285.0,84,508,124,249,50,38,134,1,6,5,13,3.0,0,0,0,0,0,0,0,77.0,0,1103.0,25.0,3215,0,0,0,1
21255.0,56,29,0,25,2,2,3,4,2,1,4,4.0,0,0,0,0,0,0,0,48.0,1,61.0,11.0,2960,0,1,1,3
42162.0,31,46,7,59,2,4,27,2,3,1,3,6.0,1,0,0,0,0,0,1,41.0,1,145.0,9.0,3023,0,1,1,3
54450.0,0,454,0,171,8,19,32,12,9,2,8,8.0,0,0,0,0,0,0,0,66.0,2,684.0,31.0,3454,0,1,1,4
57744.0,91,350,3,39,0,0,19,2,9,1,4,8.0,0,0,0,0,0,0,0,68.0,1,411.0,16.0,3001,0,1,1,3
26576.0,40,10,0,8,0,0,9,1,1,0,2,9.0,1,0,0,0,0,0,1,36.0,1,27.0,4.0,3425,0,0,1,2
57513.0,59,735,40,183,52,20,30,2,9,3,13,6.0,0,0,0,0,0,0,0,79.0,0,1060.0,27.0,3188,0,0,0,1
68142.0,96,897,126,196,91,112,37,3,10,4,7,6.0,0,0,0,0,0,0,0,58.0,1,1459.0,24.0,3470,0,1,1,3
7500.0,61,5,2,3,3,0,5,1,1,0,2,8.0,0,0,0,0,0,0,0,43.0,1,18.0,4.0,3470,0,1,1,3
83145.0,14,777,35,731,39,137,114,1,5,9,11,2.0,0,0,1,0,0,0,1,48.0,0,1833.0,26.0,3446,0,1,0,2
54197.0,16,162,6,37,6,13,13,2,1,3,6,1.0,0,0,0,0,0,0,0,62.0,1,237.0,12.0,2918,0,1,1,3
23091.0,98,35,0,11,0,0,2,4,2,1,3,7.0,0,0,0,0,0,0,0,59.0,2,48.0,10.0,2833,0,0,1,3
46049.0,11,342,9,112,19,14,19,10,5,2,9,7.0,0,0,0,0,0,0,1,46.0,2,515.0,26.0,3144,0,1,1,4
56715.0,52,258,105,239,237,172,9,1,7,3,4,4.0,0,0,0,0,0,0,0,48.0,0,1020.0,15.0,3579,0,1,0,2
79410.0,19,658,80,483,123,13,13,1,3,2,5,1.0,0,0,0,0,0,0,0,61.0,0,1370.0,11.0,2832,0,1,0,2
57304.0,61,356,80,329,138,17,106,2,7,6,10,5.0,0,0,0,0,0,0,0,71.0,1,1026.0,25.0,3039,0,1,1,3
44375.0,73,213,5,28,7,7,41,1,4,1,6,5.0,0,0,0,0,0,0,0,57.0,1,301.0,12.0,2899,0,1,1,3
54450.0,0,454,0,171,8,19,32,12,9,2,8,8.0,0,0,0,0,0,0,0,66.0,2,684.0,31.0,3454,0,1,1,4
59594.0,74,457,4,29,0,0,9,1,8,1,7,7.0,0,1,0,0,0,0,0,57.0,1,499.0,17.0,3418,0,1,1,3
80685.0,55,241,45,604,34,26,54,1,6,4,10,2.0,0,0,0,0,0,0,0,28.0,0,1004.0,21.0,3477,0,1,0,2
40344.0,48,210,0,6,0,0,2,2,4,1,5,7.0,0,0,0,0,0,0,0,48.0,1,218.0,12.0,3060,0,1,1,3
62710.0,53,441,35,83,7,29,11,4,4,2,12,4.0,0,0,0,0,0,0,0,50.0,1,606.0,22.0,3203,0,1,1,3
48985.0,13,19,13,18,10,7,8,1,1,1,3,3.0,0,0,0,0,0,0,0,54.0,1,75.0,6.0,3219,1,1,1,3
35322.0,34,28,9,37,12,7,13,3,2,0,4,8.0,0,0,0,0,0,0,0,54.0,3,106.0,9.0,3477,0,1,1,5
77142.0,54,476,75,162,29,151,97,1,4,4,8,2.0,0,0,0,0,0,0,0,74.0,0,990.0,17.0,3197,0,1,0,2
81657.0,69,364,40,425,158,60,50,1,3,4,8,1.0,0,0,0,0,0,0,0,53.0,0,1097.0,16.0,2959,0,0,0,1
14421.0,81,0,0,2,3,3,8,1,1,0,2,5.0,1,0,0,0,0,0,0,26.0,0,16.0,4.0,2933,1,1,0,2
20130.0,99,0,6,3,7,6,12,1,1,0,3,8.0,0,0,0,0,0,0,0,48.0,0,34.0,5.0,2905,1,1,0,2
74214.0,3,863,83,547,86,99,33,1,8,2,5,5.0,0,0,0,0,0,0,0,32.0,0,1711.0,16.0,3473,0,1,0,2
66726.0,61,349,7,35,0,0,47,3,8,2,4,7.0,0,1,0,0,0,0,0,65.0,2,438.0,17.0,2646,0,1,1,4
23724.0,65,5,23,15,0,18,14,2,2,0,3,8.0,0,0,0,0,0,0,0,43.0,1,75.0,7.0,3133,1,1,1,3
47353.0,93,184,2,19,8,8,4,3,2,2,6,5.0,0,0,0,0,0,0,0,62.0,1,225.0,13.0,3029,0,1,1,3
33444.0,24,8,0,8,0,0,2,1,1,0,2,8.0,0,0,0,0,0,0,0,70.0,2,18.0,4.0,3641,0,1,1,4
54386.0,8,277,21,64,62,21,25,2,3,2,10,3.0,0,0,0,0,0,0,0,41.0,1,470.0,17.0,3209,0,1,1,3
28510.0,72,44,5,19,0,4,19,3,2,0,4,5.0,0,0,0,0,0,0,0,41.0,2,91.0,9.0,3243,0,0,1,3
90638.0,29,1156,120,915,94,144,96,1,3,4,10,1.0,0,0,1,0,0,0,0,31.0,0,396.0,18.0,2937,0,0,0,1
48070.0,33,373,14,83,6,9,19,3,8,2,6,7.0,0,0,0,0,0,1,0,72.0,1,504.0,19.0,3333,0,1,1,3
43140.0,68,134,8,76,6,0,11,1,4,1,5,6.0,0,0,0,0,0,0,0,65.0,1,235.0,11.0,3225,0,1,1,3
54959.0,55,1148,0,60,0,0,24,3,9,5,4,7.0,0,1,0,0,0,0,1,61.0,1,1232.0,21.0,3327,0,0,1,2
15056.0,76,6,12,3,21,6,40,5,2,2,3,5.0,0,0,0,0,0,0,0,64.0,2,88.0,12.0,3282,1,0,1,3
26954.0,17,4,1,11,0,0,1,1,1,0,2,7.0,0,0,0,0,0,0,0,51.0,1,17.0,4.0,2764,0,0,1,2
22327.0,94,5,4,8,2,0,5,1,1,0,3,5.0,0,0,0,0,0,0,0,37.0,1,24.0,5.0,3307,0,0,1,2
44393.0,86,24,2,20,2,2,10,2,1,0,4,4.0,0,0,0,0,0,0,0,57.0,2,60.0,7.0,3112,0,1,1,4
62000.0,25,899,0,101,0,0,20,1,6,6,13,4.0,0,0,0,1,0,0,0,70.0,1,1020.0,26.0,3109,0,0,1,2
31497.0,22,108,1,28,13,1,4,2,3,1,4,8.0,0,0,0,0,0,0,0,60.0,1,155.0,10.0,3548,0,1,1,3
45894.0,15,27,2,7,0,2,13,1,1,0,3,5.0,0,0,0,0,0,0,0,48.0,2,51.0,5.0,2923,1,1,1,4
78579.0,35,816,66,549,216,66,99,1,5,6,4,3.0,0,0,0,0,0,0,1,52.0,0,1812.0,16.0,3355,0,0,0,1
67369.0,81,1298,0,70,37,14,42,4,7,4,10,4.0,0,1,1,0,0,0,1,53.0,1,1461.0,25.0,3390,0,0,1,2
58401.0,55,10,0,11,17,29,29,1,1,2,2,4.0,0,0,0,0,0,0,0,62.0,1,96.0,6.0,2871,0,0,1,2
62307.0,94,87,13,34,10,6,10,1,4,0,4,5.0,0,0,0,0,0,0,0,70.0,1,160.0,9.0,2933,0,0,1,2
43641.0,50,57,2,51,4,2,23,3,2,1,4,6.0,0,0,0,0,0,0,0,53.0,2,139.0,10.0,3234,0,1,1,4
63841.0,64,635,15,100,20,7,131,1,9,3,9,6.0,0,0,0,0,0,0,0,54.0,1,908.0,22.0,3235,0,0,1,2
46891.0,91,43,12,23,29,15,61,1,2,1,4,4.0,0,0,0,0,0,0,0,57.0,1,183.0,8.0,3337,1,1,1,3
70091.0,11,964,34,137,15,0,11,2,5,2,10,8.0,0,1,0,0,0,0,0,53.0,1,1161.0,19.0,3256,0,1,1,3
78075.0,72,572,8,259,34,35,80,1,3,5,5,1.0,0,0,0,0,0,0,0,50.0,0,988.0,14.0,2857,0,1,0,2
59184.0,6,341,142,113,259,151,66,3,6,6,12,5.0,0,0,0,0,0,0,0,61.0,1,1072.0,27.0,3459,1,0,1,2
54809.0,0,63,6,57,13,13,22,4,2,1,5,4.0,0,0,0,0,0,0,0,45.0,2,174.0,12.0,3033,0,1,1,4
58113.0,66,221,104,169,102,78,84,3,9,2,8,7.0,0,0,0,0,0,1,0,63.0,1,758.0,22.0,3321,0,1,1,3
51412.0,42,140,3,29,4,5,14,2,3,2,4,4.0,0,0,0,0,0,0,0,64.0,1,195.0,11.0,2981,0,1,1,3
15287.0,60,1,2,8,4,3,13,2,1,1,2,7.0,1,0,0,0,0,0,1,43.0,1,31.0,6.0,3428,0,0,1,2
66636.0,64,291,10,689,84,10,0,1,3,4,9,1.0,0,0,0,0,0,0,0,65.0,0,1084.0,17.0,3117,0,1,0,2
50965.0,87,544,13,85,8,6,29,3,10,4,5,8.0,1,0,0,0,0,0,0,66.0,1,685.0,22.0,3295,0,1,1,3
84618.0,96,684,100,801,21,66,0,1,6,9,10,2.0,0,0,1,0,0,0,0,57.0,0,1672.0,26.0,3020,0,1,0,2
18351.0,1,1,12,9,0,14,7,1,2,0,3,7.0,0,0,0,0,0,0,0,32.0,0,43.0,6.0,3044,0,1,0,2
40451.0,54,35,0,4,0,0,10,1,1,1,2,5.0,1,0,0,0,0,0,0,65.0,2,49.0,5.0,2934,0,1,1,4
36317.0,53,87,3,25,3,2,13,2,3,0,4,7.0,0,0,0,0,0,0,0,57.0,1,133.0,9.0,3204,0,1,1,3
42213.0,96,309,3,24,4,3,20,2,5,1,7,7.0,0,1,0,0,0,0,0,65.0,1,363.0,15.0,3002,0,1,1,3
65748.0,58,172,73,93,95,78,34,2,2,4,10,1.0,0,0,0,0,0,1,0,67.0,1,545.0,18.0,3241,0,1,1,3
77044.0,12,625,38,242,50,34,76,2,7,11,11,4.0,1,0,0,0,0,0,0,50.0,1,1065.0,31.0,3046,0,1,1,3
74918.0,78,972,59,913,25,19,59,1,5,9,6,3.0,0,0,1,0,0,0,0,53.0,0,2047.0,21.0,3009,0,1,0,2
56721.0,64,157,6,39,6,13,75,5,4,1,5,6.0,0,0,0,0,0,0,0,50.0,2,296.0,15.0,3407,0,1,1,4
42160.0,26,48,9,45,3,15,20,4,2,1,4,6.0,0,0,0,0,0,0,1,47.0,2,140.0,11.0,3167,0,0,1,3
61559.0,8,279,83,88,32,14,34,1,4,2,10,3.0,0,0,0,0,0,0,0,57.0,1,530.0,17.0,3148,0,0,1,2
33629.0,49,132,0,16,0,0,4,5,3,1,4,9.0,0,0,0,0,0,0,0,59.0,2,152.0,13.0,3491,0,1,1,4
68682.0,56,919,0,505,99,30,45,1,4,9,10,2.0,0,0,0,0,0,0,0,31.0,0,1598.0,24.0,3185,0,1,0,2
34377.0,55,62,0,22,3,1,26,2,2,2,2,7.0,0,0,0,0,0,0,0,59.0,1,114.0,8.0,3327,0,0,1,2
8940.0,25,1,45,3,4,6,42,3,3,1,3,8.0,0,0,0,0,0,0,0,36.0,1,101.0,10.0,3477,1,0,1,2
26228.0,50,2,6,4,3,1,9,1,1,0,2,8.0,0,0,0,0,0,0,0,49.0,1,25.0,4.0,3081,0,1,1,3
77297.0,84,408,61,109,48,122,41,1,5,7,9,4.0,0,0,0,1,0,0,0,65.0,0,789.0,22.0,3320,1,0,0,1
40211.0,30,51,1,7,2,1,25,2,2,1,2,8.0,1,0,0,0,0,0,0,41.0,2,87.0,7.0,3135,0,1,1,4
33438.0,81,62,1,16,3,2,6,4,2,1,4,5.0,0,0,0,0,0,0,0,64.0,2,90.0,11.0,3081,0,0,1,3
75032.0,74,952,12,180,47,12,12,2,5,4,9,3.0,0,0,0,0,0,0,0,63.0,1,1215.0,20.0,3228,0,1,1,3
61284.0,76,618,15,106,20,7,45,1,11,2,8,6.0,0,1,0,0,0,0,0,67.0,0,811.0,22.0,3002,0,0,0,1
22518.0,36,11,7,12,2,2,27,2,2,1,2,5.0,1,0,0,0,0,0,1,36.0,1,61.0,7.0,3416,0,1,1,3
54730.0,64,318,3,17,4,7,56,5,4,1,8,4.0,0,0,0,0,0,0,0,47.0,1,405.0,18.0,3119,0,1,1,3
38452.0,62,56,0,14,0,0,2,3,3,0,3,7.0,0,0,0,0,0,0,0,67.0,2,72.0,9.0,2892,0,1,1,4
44421.0,53,110,5,59,7,1,7,5,5,0,4,8.0,0,0,0,0,0,0,0,51.0,2,189.0,14.0,3300,0,0,1,3
38197.0,86,23,0,11,2,1,3,1,1,0,3,5.0,0,0,0,0,0,0,0,36.0,1,40.0,5.0,3166,0,1,1,3
41986.0,15,27,5,8,8,3,12,3,3,0,4,4.0,0,0,0,0,0,0,0,44.0,1,63.0,10.0,2736,0,0,1,2
28427.0,67,18,3,19,3,3,6,2,2,0,3,8.0,0,0,0,0,0,0,0,39.0,1,52.0,7.0,3266,0,1,1,3
37395.0,47,18,0,9,0,1,11,1,1,0,3,6.0,0,0,0,0,0,0,0,46.0,1,39.0,5.0,2945,0,1,1,3
64722.0,47,303,0,280,60,147,15,4,8,2,11,6.0,0,0,0,0,0,0,0,51.0,1,805.0,25.0,2835,0,1,1,3
55249.0,81,97,1,19,2,0,11,1,2,1,4,3.0,0,0,0,0,0,0,0,66.0,1,130.0,8.0,2874,0,1,1,3
84906.0,98,997,15,414,99,30,76,1,5,6,12,2.0,0,1,1,0,1,0,0,50.0,0,1631.0,24.0,3246,0,1,0,2
28691.0,56,5,4,13,8,0,4,1,1,0,3,8.0,0,0,0,0,0,0,0,33.0,1,34.0,5.0,3249,0,1,1,3
44213.0,48,95,11,35,0,4,7,4,2,1,5,6.0,0,0,0,0,0,0,0,70.0,2,152.0,12.0,3013,0,0,1,3
25707.0,18,1,6,2,3,6,3,1,1,0,3,7.0,0,0,0,0,0,0,0,38.0,1,21.0,5.0,2963,1,0,1,2
59062.0,74,46,1,12,3,0,9,2,2,0,3,4.0,0,0,0,0,0,0,0,55.0,3,71.0,7.0,3277,0,1,1,5
76624.0,68,411,106,147,54,115,66,1,5,10,7,1.0,1,0,0,0,0,0,0,60.0,1,899.0,23.0,2837,0,0,1,2
66000.0,36,244,51,270,101,0,45,1,1,3,5,1.0,0,0,0,0,0,0,0,75.0,0,711.0,10.0,2871,0,1,0,2
27683.0,90,152,9,121,12,12,45,4,6,2,4,8.0,0,0,0,0,0,0,0,44.0,1,351.0,16.0,3613,0,1,1,3
1730.0,65,1,1,3,1,1,1,15,0,0,0,6.0,0,0,0,0,0,0,0,51.0,0,8.0,15.0,2843,0,0,0,1
7500.0,63,10,17,18,8,26,40,4,3,2,2,9.0,0,0,0,0,0,0,0,30.0,1,119.0,11.0,3640,1,0,1,2
40521.0,82,12,0,5,0,0,4,1,0,1,2,5.0,0,0,0,0,0,0,0,54.0,2,21.0,4.0,3222,0,1,1,4
20427.0,63,5,0,4,0,0,1,1,1,0,2,8.0,0,0,0,0,0,0,0,49.0,1,10.0,4.0,2898,0,1,1,3
65106.0,55,790,19,133,12,0,19,3,8,3,13,6.0,0,1,0,0,0,0,0,47.0,1,973.0,27.0,2837,0,1,1,3
69969.0,64,882,29,514,38,29,44,1,4,2,6,3.0,0,0,1,1,0,0,1,57.0,0,1536.0,13.0,3107,0,1,0,2
67433.0,51,615,28,259,12,48,30,4,6,5,13,4.0,0,1,0,0,0,0,0,70.0,2,992.0,28.0,3149,0,1,1,4
77766.0,97,1004,59,265,115,59,27,2,11,10,11,6.0,1,0,0,0,0,0,1,55.0,1,1529.0,34.0,3293,0,1,1,3
74716.0,92,133,27,421,13,195,71,2,7,3,5,4.0,0,0,0,0,0,0,0,50.0,1,860.0,17.0,3003,0,1,1,3
68118.0,51,595,23,123,10,23,154,2,8,9,4,6.0,0,0,0,0,0,0,0,59.0,1,928.0,23.0,3055,0,0,1,2
55158.0,72,293,0,87,4,11,23,4,7,2,5,7.0,0,0,0,0,0,0,1,52.0,2,418.0,18.0,3500,0,1,1,4
62972.0,39,313,15,47,20,0,192,2,7,4,3,6.0,0,0,0,0,0,0,1,67.0,1,587.0,16.0,3644,1,1,1,3
74190.0,49,151,81,86,168,91,64,2,4,2,11,2.0,0,0,0,0,0,0,0,47.0,1,641.0,19.0,2642,0,1,1,3
39356.0,21,15,0,2,0,0,6,1,1,0,2,6.0,1,0,0,0,0,0,0,46.0,2,23.0,4.0,2903,0,1,1,4
76653.0,91,736,63,946,219,189,126,1,4,7,11,2.0,0,0,1,1,0,0,0,53.0,0,2279.0,23.0,3118,0,1,0,2
35860.0,37,15,0,8,4,2,20,2,1,1,2,5.0,1,0,0,0,0,0,0,49.0,2,49.0,6.0,2842,0,0,1,3
90687.0,98,982,17,672,23,34,51,1,6,2,8,2.0,0,0,1,0,0,0,1,39.0,0,1779.0,17.0,3204,0,0,0,1
73450.0,85,1142,51,415,90,69,37,1,7,8,11,3.0,1,0,0,1,0,0,0,40.0,0,1804.0,27.0,3214,0,1,0,2
31454.0,40,28,0,11,0,0,9,3,2,0,3,8.0,0,0,0,0,0,0,0,62.0,2,48.0,8.0,3188,0,1,1,4
47139.0,2,46,0,12,0,2,23,2,2,1,2,7.0,0,0,0,0,0,0,1,70.0,2,83.0,7.0,2827,0,0,1,3
83829.0,78,897,161,430,186,161,27,0,4,7,6,1.0,1,0,1,1,0,0,1,47.0,0,1862.0,17.0,3124,0,0,0,1
53378.0,41,489,6,152,8,6,132,10,9,4,6,8.0,0,0,0,0,0,0,1,59.0,2,793.0,29.0,3444,0,1,1,4
19656.0,94,25,4,9,6,8,32,3,2,1,3,7.0,0,0,0,0,0,0,0,52.0,1,84.0,9.0,3132,0,1,1,3
45579.0,10,145,1,33,2,1,1,1,4,1,4,6.0,0,0,0,0,0,0,0,74.0,1,183.0,10.0,3114,0,1,1,3
85485.0,73,630,26,611,44,18,54,1,6,6,6,2.0,0,0,0,0,0,0,0,64.0,0,1383.0,19.0,2809,1,0,0,1
55956.0,22,760,38,104,50,9,38,2,7,3,4,4.0,0,1,0,0,0,0,0,78.0,0,999.0,16.0,2796,0,1,0,2
64191.0,30,420,15,186,151,38,15,3,5,3,13,3.0,0,0,0,0,0,0,0,59.0,1,825.0,24.0,3324,0,0,1,2
38808.0,21,125,17,52,3,19,30,4,5,1,4,8.0,1,0,0,0,0,0,1,50.0,1,246.0,14.0,3473,0,0,1,2
57183.0,51,464,5,64,7,0,70,8,9,1,7,8.0,0,0,0,0,0,0,0,56.0,2,610.0,25.0,3268,0,1,1,4
23748.0,97,6,6,29,12,15,8,3,2,1,3,8.0,0,0,0,0,0,0,0,54.0,1,76.0,9.0,3386,0,0,1,2
66303.0,56,1090,12,96,16,12,60,4,3,4,11,8.0,0,1,0,0,0,0,0,51.0,1,1286.0,22.0,3289,0,1,1,3
37368.0,4,3,2,11,2,2,10,1,1,0,2,6.0,1,0,0,0,0,0,0,47.0,1,30.0,4.0,2996,0,1,1,3
40800.0,77,24,0,27,8,30,10,2,3,0,3,7.0,0,0,0,0,0,1,0,58.0,3,99.0,8.0,3345,0,1,1,5
71847.0,95,737,21,106,55,63,210,0,6,7,9,3.0,0,0,0,1,0,0,0,44.0,0,1192.0,22.0,3447,0,0,0,1
46149.0,36,254,6,71,4,0,27,5,5,1,7,5.0,0,0,0,0,0,0,0,47.0,1,362.0,18.0,3013,0,1,1,3
78687.0,13,817,185,687,145,55,241,1,4,6,8,2.0,0,0,1,0,0,0,1,39.0,0,2130.0,19.0,3460,0,1,0,2
49118.0,90,620,54,239,99,98,119,2,9,7,10,7.0,0,1,0,0,1,0,1,51.0,0,1229.0,28.0,3481,1,0,0,1
37633.0,49,13,4,20,0,0,1,2,1,0,3,9.0,0,0,0,0,0,0,0,65.0,2,38.0,6.0,3448,0,1,1,4
39767.0,18,113,61,204,34,26,47,2,7,1,7,8.0,0,0,0,0,0,0,0,71.0,0,485.0,17.0,3144,0,1,0,2
26997.0,89,7,23,78,133,49,144,2,4,2,5,7.0,0,0,0,0,0,0,0,71.0,0,434.0,13.0,3580,1,1,0,2
33986.0,43,16,2,18,2,1,5,1,1,0,3,7.0,0,0,0,0,0,0,0,52.0,1,44.0,5.0,3273,0,0,1,2
57091.0,82,462,0,24,6,0,4,2,9,2,5,7.0,0,1,0,0,0,0,1,50.0,1,496.0,18.0,3384,0,1,1,3
46831.0,84,22,2,10,6,4,34,2,1,2,2,4.0,0,0,0,0,0,0,0,53.0,2,78.0,7.0,3128,1,1,1,4
83151.0,80,968,147,842,137,42,210,1,5,7,10,2.0,1,0,1,1,0,0,1,50.0,0,2346.0,23.0,3071,0,1,0,2
52531.0,68,283,112,151,51,72,125,2,7,2,10,6.0,0,0,0,0,0,0,0,51.0,0,794.0,21.0,3347,0,1,0,2
15759.0,12,1,2,5,6,0,3,1,1,0,2,7.0,0,0,0,0,0,0,0,66.0,0,17.0,4.0,3217,0,1,0,2
22804.0,75,14,1,7,2,1,1,1,2,0,2,9.0,0,0,0,0,0,0,0,51.0,1,26.0,5.0,3134,0,0,1,2
43050.0,10,30,5,24,6,3,8,2,2,0,4,5.0,0,0,0,0,0,0,0,49.0,1,76.0,8.0,2904,1,1,1,3
42997.0,91,4,0,5,0,1,5,1,1,0,2,7.0,0,0,0,0,0,0,0,45.0,2,15.0,4.0,3153,0,0,1,3
48918.0,21,52,0,9,0,0,1,2,1,0,4,4.0,0,0,0,0,0,0,0,59.0,2,62.0,7.0,2643,0,0,1,3
60033.0,28,62,1,57,19,11,48,2,2,1,5,2.0,0,0,0,0,0,0,0,68.0,1,198.0,10.0,2893,0,1,1,3
